maintenance_id,plant_id,maintenance_type,issue_severity,maintenance_cost,downtime_hours,maintenance_date
13552,65,Replacement,Critical,50515.49,40.03,2024-10-07
13553,152,Repair,High,42450.84,45.55,2024-12-05
13554,110,Calibration,Low,39788.12,11.57,2023-09-30
13555,91,Replacement,Critical,48060.62,30.31,2023-05-23
13556,168,Replacement,Low,30608.15,13.61,2023-05-11
13557,150,Replacement,Medium,87330.76,1.11,2024-06-19
13558,162,Calibration,High,49466.46,16.85,2024-02-23
13559,131,Repair,High,13984.74,57.91,2024-02-02
13560,174,Repair,Low,505.17,13.02,2024-04-28
13561,144,Calibration,High,25933.91,46.7,2024-06-16
13562,97,Calibration,Critical,87620.91,62.43,2023-11-24
13563,12,Calibration,Medium,31294.24,38.64,2024-05-02
13564,101,Replacement,Medium,78782.67,61.77,2024-01-06
13565,109,Replacement,Low,34067.95,26.08,2024-09-12
13566,112,Repair,High,46315.53,36.95,2024-05-26
13567,13,Inspection,Medium,8507.07,31.4,2023-05-12
13568,118,Inspection,Critical,39245.14,4.21,2023-12-25
13569,83,Repair,Low,99451.94,40.94,2023-07-16
13570,43,Calibration,Critical,17094.33,19.82,2023-12-23
13571,178,Replacement,Low,38904.95,64.28,2024-08-15
13572,17,Calibration,Low,65196.43,55.43,2024-11-08
13573,184,Replacement,Medium,19439.27,57.48,2024-01-20
13574,180,Replacement,High,31375.06,19.51,2024-12-08
13575,83,Inspection,Medium,89942.42,54.86,2024-08-22
13576,169,Replacement,High,66167.4,48.06,2024-01-12
13577,199,Calibration,High,54172.09,4.03,2024-08-28
13578,48,Inspection,Critical,33049.91,34.72,2024-11-17
13579,45,Repair,Medium,18561.69,21.47,2023-06-06
13580,179,Calibration,Low,72122.31,23.45,2023-06-25
13581,193,Calibration,High,19634.97,14.72,2023-05-02
13582,40,Repair,Medium,17885.73,39.36,2023-08-05
13583,99,Inspection,Medium,31497.58,3.51,2023-03-21
13584,57,Inspection,Medium,69407.87,27.99,2023-02-16
13585,6,Repair,High,75123.63,57.43,2023-11-05
13586,128,Calibration,Low,8428.92,45.91,2023-10-19
13587,108,Calibration,Critical,45725.4,40.35,2023-06-30
13588,156,Inspection,Critical,30150.39,18.27,2024-03-17
13589,74,Replacement,Low,82814.5,42.53,2023-10-23
13590,164,Inspection,High,13759.93,53.95,2024-12-31
13591,156,Calibration,High,51179.17,19.48,2023-10-15
13592,109,Calibration,Medium,30043.85,68.74,2023-07-01
13593,10,Replacement,Low,10274.47,11.32,2024-06-16
13594,45,Repair,Medium,12278.92,44.88,2023-01-16
13595,1,Repair,High,2768.97,16.35,2024-09-02
13596,28,Repair,Low,88899.77,71.69,2023-08-03
13597,4,Calibration,Critical,83082.68,37.27,2023-04-01
13598,2,Repair,Low,48919,65.09,2024-08-01
13599,63,Inspection,Medium,32069.07,50.62,2024-05-31
13600,56,Calibration,Low,87467.08,59.47,2024-12-18
13601,182,Repair,High,89054.18,47.9,2023-12-03
13602,154,Repair,Low,25968.51,14.49,2024-04-17
13603,147,Inspection,Low,51230.47,37.42,2024-09-09
13604,28,Inspection,Critical,60490.86,12.57,2023-11-04
13605,154,Inspection,Critical,2380.94,54.98,2023-12-10
13606,161,Replacement,High,64344.84,4.06,2024-10-28
13607,50,Replacement,Critical,94252.19,41.63,2023-10-10
13608,44,Replacement,High,37569.4,35.29,2024-10-23
13609,148,Replacement,Critical,39776.66,53.64,2023-11-15
13610,189,Replacement,Critical,83957.37,48.9,2024-07-01
13611,136,Replacement,High,67025.26,28.62,2023-07-26
13612,106,Calibration,High,64536.39,48.46,2024-08-28
13613,3,Repair,High,6330.39,69.89,2023-08-13
13614,103,Calibration,Medium,94299.32,2.9,2023-03-12
13615,27,Repair,High,95639.94,27.79,2024-03-20
13616,128,Inspection,Critical,98441.85,66.94,2024-04-13
13617,114,Repair,Critical,27451.44,54.62,2024-04-05
13618,147,Repair,Critical,77288.58,26.37,2023-10-10
13619,172,Replacement,Low,62914.87,12.44,2023-02-13
13620,89,Repair,High,76492.6,29.67,2024-07-25
13621,174,Replacement,Critical,4219.99,10.72,2024-11-13
13622,33,Calibration,Critical,85331.43,37.31,2023-08-14
13623,199,Inspection,Critical,62287.78,66.09,2024-07-10
13624,67,Calibration,Medium,78393.23,31.6,2023-06-06
13625,108,Calibration,Critical,59635.01,16.7,2023-12-08
13626,132,Inspection,Medium,76596.73,59.22,2023-10-19
13627,70,Calibration,Critical,21322.32,19.85,2024-07-21
13628,18,Calibration,High,31931.08,41.65,2023-02-13
13629,47,Inspection,Critical,40631.25,27.87,2024-01-10
13630,41,Calibration,High,5856.31,47.11,2023-11-19
13631,26,Calibration,High,9160.73,4.95,2024-09-16
13632,52,Replacement,High,54874.2,47.28,2023-08-22
13633,153,Repair,Medium,96854.46,15.52,2024-04-01
13634,64,Replacement,Critical,5960.98,2.64,2023-11-12
13635,77,Calibration,Critical,34695.89,8.67,2023-03-12
13636,57,Calibration,High,828.59,35.89,2023-12-04
13637,191,Calibration,Critical,86541.85,22.6,2023-10-28
13638,133,Repair,High,59029.48,64.98,2024-03-02
13639,99,Replacement,Low,49749.95,64.38,2024-03-13
13640,92,Repair,Critical,31656.89,29.48,2023-09-07
13641,37,Calibration,Low,19177.03,22.25,2023-04-01
13642,200,Repair,Medium,95399.19,66.09,2023-08-13
13643,116,Replacement,Low,82443.19,7.12,2023-08-28
13644,6,Repair,Critical,57121.93,15.29,2023-10-23
13645,157,Repair,High,26175.18,5.55,2024-06-23
13646,26,Calibration,High,78778.86,32.73,2024-10-30
13647,108,Calibration,High,11319.69,23.01,2024-10-28
13648,23,Calibration,Low,9300.29,26.27,2023-05-15
13649,24,Replacement,Low,32995.57,11.98,2023-05-30
13650,85,Inspection,Critical,61804.85,2.96,2024-08-31
13651,127,Inspection,Low,76460.63,51.42,2024-04-18
13652,134,Calibration,Medium,4780.23,17.35,2023-01-23
13653,151,Repair,High,45627.33,59.49,2023-08-21
13654,182,Repair,Low,87564.48,64.48,2023-03-26
13655,200,Inspection,High,62900.19,21.47,2023-06-16
13656,113,Replacement,High,10985.85,60.8,2024-09-12
13657,19,Replacement,Critical,69885.32,27.82,2023-05-22
13658,166,Repair,Medium,53488.2,19.36,2024-08-11
13659,65,Calibration,Critical,27944.86,53.08,2023-06-03
13660,20,Inspection,Low,9485.03,48.9,2023-06-25
13661,3,Repair,Critical,3080.06,49.59,2023-06-23
13662,9,Repair,Medium,77852.93,55.14,2024-06-01
13663,46,Replacement,Medium,22892.11,66.44,2024-05-22
13664,147,Calibration,Critical,15764.69,25.71,2023-12-17
13665,124,Calibration,Medium,53257.24,29.72,2024-11-23
13666,69,Repair,Medium,75500.89,2.26,2023-11-21
13667,13,Repair,Low,654.37,18.07,2024-09-28
13668,43,Inspection,Low,61835.04,57.99,2024-11-17
13669,21,Repair,Medium,38169.38,31.09,2023-11-21
13670,99,Inspection,Critical,32743.05,53.32,2023-02-22
13671,23,Inspection,High,63384.85,51.59,2023-06-05
13672,188,Repair,Critical,12504.83,15.85,2024-11-08
13673,7,Replacement,Critical,21939.06,56.32,2024-05-23
13674,185,Calibration,High,49866.47,36.63,2024-03-06
13675,121,Replacement,Critical,63793.25,37.44,2023-07-28
13676,86,Inspection,Critical,856.21,22.58,2024-12-14
13677,75,Repair,Critical,92848.78,27.09,2023-11-28
13678,27,Inspection,Medium,99204.35,15.51,2024-10-15
13679,44,Repair,Low,77023.3,66.28,2023-01-02
13680,136,Inspection,Low,36819.88,19.35,2024-07-05
13681,159,Repair,Medium,3754.82,49.61,2023-01-03
13682,129,Replacement,Critical,40139.02,45.9,2023-06-27
13683,192,Repair,Critical,98651.1,47.68,2024-01-17
13684,26,Calibration,Critical,15546.51,52.25,2024-12-18
13685,84,Calibration,High,74786.62,7.84,2023-02-23
13686,37,Inspection,Medium,95146.24,32.83,2023-10-06
13687,111,Calibration,Low,54635.15,13.39,2023-04-28
13688,106,Replacement,Medium,59199.63,19.26,2024-11-30
13689,93,Repair,High,28532.19,5.34,2024-02-08
13690,77,Replacement,Critical,19311.76,12.11,2024-06-26
13691,169,Inspection,Critical,48274.17,17.09,2024-10-14
13692,125,Inspection,High,55577.3,43.34,2023-11-22
13693,62,Calibration,Medium,58349.32,50.08,2024-09-10
13694,50,Repair,Medium,65960.9,17.91,2023-11-18
13695,151,Repair,Low,93029.02,50.18,2023-03-31
13696,75,Calibration,Low,62158.63,38.2,2023-11-09
13697,125,Repair,Medium,25291.29,15.08,2023-01-17
13698,40,Inspection,Medium,92030.52,33.3,2023-10-16
13699,41,Replacement,Medium,24744.47,15.19,2023-11-12
13700,100,Calibration,Critical,60530.31,27.31,2023-10-28
13701,119,Repair,High,30333.68,61.41,2023-07-17
13702,121,Inspection,Medium,27863.66,49.67,2023-09-24
13703,124,Repair,High,29433.25,5.37,2024-06-08
13704,184,Calibration,Critical,8050.92,29.14,2023-05-16
13705,187,Replacement,Critical,26226.84,52.21,2023-12-18
13706,188,Replacement,Critical,4554.39,56.87,2023-03-14
13707,12,Calibration,High,77545.16,18.14,2023-04-15
13708,75,Repair,Critical,62494.92,55.58,2024-06-25
13709,142,Repair,Medium,99029.29,31.24,2024-02-24
13710,109,Repair,Medium,2041.07,31.67,2023-08-01
13711,137,Replacement,Medium,60523.19,23.22,2024-07-01
13712,119,Inspection,High,14291.09,8.41,2024-08-29
13713,69,Repair,Medium,13224.82,60.87,2023-11-30
13714,37,Calibration,Medium,43309.27,57.66,2024-05-15
13715,10,Repair,Critical,6696.01,7.83,2024-01-24
13716,139,Inspection,High,18469.58,64.02,2024-09-11
13717,191,Inspection,Low,27725.67,3.5,2023-04-16
13718,94,Repair,High,73133.61,1.92,2023-08-21
13719,40,Repair,High,23317.75,16.94,2024-07-06
13720,51,Replacement,High,62078.85,67.92,2024-01-14
13721,78,Repair,Critical,4165.77,27.39,2024-08-08
13722,114,Replacement,Critical,9262.76,70.5,2024-06-13
13723,154,Repair,High,89138.95,35.5,2024-07-01
13724,42,Repair,Medium,5510.62,13.08,2024-05-09
13725,90,Replacement,High,57008.02,1.95,2024-04-26
13726,66,Repair,Medium,79270.44,30.4,2024-05-26
13727,44,Replacement,Medium,33891.78,16.69,2023-10-22
13728,180,Inspection,Critical,71056.69,68.99,2023-04-29
13729,8,Repair,Low,72658.61,19.32,2024-03-02
13730,90,Repair,Low,94083.42,71.67,2023-04-24
13731,34,Replacement,High,55354.91,27.64,2024-08-15
13732,18,Replacement,Medium,82937.04,34.89,2023-08-04
13733,193,Calibration,High,55604.64,48.19,2023-07-14
13734,27,Calibration,Critical,99166.98,4.23,2023-12-06
13735,9,Repair,Medium,30956.59,13.45,2024-05-04
13736,143,Inspection,Low,17839.22,45.15,2023-07-08
13737,180,Repair,Medium,70196.77,26.77,2024-07-08
13738,24,Replacement,Critical,87223.68,13.75,2024-07-08
13739,93,Replacement,Medium,73460.17,20.84,2024-04-16
13740,16,Inspection,Critical,53043.69,40.46,2023-12-15
13741,30,Repair,High,42942.36,64.6,2023-07-27
13742,41,Inspection,High,39149.31,51.86,2023-03-27
13743,54,Replacement,Critical,23818.34,23.37,2024-04-17
13744,108,Inspection,High,85141.41,17.34,2023-03-28
13745,88,Calibration,Medium,52087.72,48.18,2024-11-16
13746,116,Repair,High,5803.53,60.19,2024-05-25
13747,135,Repair,Critical,60971.65,14.43,2024-04-20
13748,52,Inspection,High,58902.27,26.09,2023-10-22
13749,112,Replacement,Medium,50936.54,14.25,2023-02-16
13750,178,Replacement,High,8016.74,8.77,2023-01-17
13751,113,Inspection,Medium,12856.04,41.71,2023-07-25
13752,147,Inspection,Low,38725.6,57.16,2024-07-28
13753,33,Calibration,Low,88012.33,61.43,2024-08-06
13754,63,Repair,Medium,56384.47,35.1,2024-09-13
13755,189,Repair,Low,93131.5,35.57,2023-04-27
13756,149,Calibration,Critical,5990.05,55.34,2023-12-11
13757,24,Inspection,Critical,97531.21,1.47,2024-11-24
13758,96,Replacement,Low,92848.81,10.94,2024-09-25
13759,12,Repair,Medium,3894.83,33.96,2023-08-24
13760,144,Calibration,Medium,37235.86,67.85,2024-10-04
13761,55,Inspection,High,33281.64,3.91,2023-11-18
13762,56,Calibration,Low,26504.4,24.41,2023-12-15
13763,197,Repair,High,61516.07,28.87,2023-11-10
13764,12,Repair,Medium,5262.32,36.81,2023-12-24
13765,22,Replacement,High,76201.27,33.29,2023-05-24
13766,1,Inspection,Medium,15411.43,55.3,2024-08-15
13767,144,Replacement,Critical,6427.89,4.17,2024-10-26
13768,148,Inspection,Medium,35399.8,70.71,2024-02-16
13769,114,Replacement,Critical,72201.15,65.17,2023-08-23
13770,9,Inspection,Medium,45650.29,65.61,2023-04-21
13771,19,Repair,Critical,43543.42,59.53,2024-12-07
13772,38,Calibration,Critical,32505.11,12.18,2023-07-31
13773,179,Repair,Low,39998.45,69.19,2023-12-17
13774,88,Inspection,Critical,71190.8,31.6,2024-11-11
13775,103,Replacement,Low,37230.72,26.42,2024-05-02
13776,172,Inspection,High,2080.1,2.45,2023-12-22
13777,129,Replacement,High,99519.38,44.86,2023-02-16
13778,184,Inspection,Medium,22831.79,41.42,2023-06-30
13779,2,Calibration,Critical,35425.14,56.62,2024-04-24
13780,153,Repair,Low,32166.83,37.11,2023-02-13
13781,108,Replacement,Low,68717.42,9.33,2023-11-02
13782,183,Repair,High,55254.28,25.32,2024-04-26
13783,8,Inspection,High,64476.66,5.48,2024-02-17
13784,176,Replacement,Medium,52048.04,51.55,2023-02-28
13785,74,Replacement,Critical,93516.63,48.08,2024-03-15
13786,135,Inspection,Critical,26222.92,34.28,2024-11-20
13787,125,Inspection,Medium,18051.98,36.97,2024-12-29
13788,63,Replacement,Low,6624.11,19.48,2024-08-29
13789,163,Replacement,Low,98583.11,60.96,2024-03-17
13790,38,Replacement,Critical,44662.33,9.09,2023-01-28
13791,106,Inspection,High,29315.77,28.96,2024-07-01
13792,47,Inspection,Critical,33609.28,28.51,2023-10-27
13793,122,Calibration,Critical,36187.58,67.89,2024-09-18
13794,159,Inspection,Low,58922.05,22.66,2024-01-18
13795,46,Replacement,Medium,71575.72,59.61,2024-06-07
13796,55,Replacement,High,44234.95,51.05,2023-06-17
13797,192,Repair,Critical,78676.36,39.06,2023-11-02
13798,80,Replacement,Low,52320.26,19.74,2023-10-30
13799,16,Inspection,Medium,29013.27,64.01,2023-06-19
13800,12,Repair,Low,27231.65,24.95,2024-12-23
13801,157,Repair,High,49009.34,34.53,2024-04-14
13802,41,Replacement,Low,59468.36,13.13,2024-07-05
13803,77,Calibration,Low,84603.36,16.78,2024-03-31
13804,146,Inspection,High,8358.89,56.64,2023-10-19
13805,169,Calibration,Critical,99297.77,49.28,2023-08-20
13806,39,Inspection,Low,11195.87,61.71,2024-10-12
13807,171,Inspection,Medium,53592.46,69.73,2024-12-13
13808,80,Calibration,Medium,67563.09,11.17,2023-04-17
13809,171,Replacement,High,84005.56,52.17,2023-07-31
13810,51,Inspection,Medium,89275.06,70.29,2023-10-01
13811,137,Inspection,Critical,92781.31,4.04,2024-01-16
13812,131,Repair,Low,17432.5,44.46,2024-02-24
13813,139,Repair,Critical,5655.18,62.3,2024-01-01
13814,113,Replacement,Critical,53406.13,12.44,2024-07-13
13815,103,Replacement,High,19621.7,49.81,2023-07-15
13816,79,Repair,High,36889.7,11.54,2023-03-14
13817,172,Calibration,Critical,23846.27,34.32,2023-11-26
13818,178,Replacement,Medium,48511.16,33.66,2023-04-04
13819,151,Replacement,Critical,89238.28,5.08,2024-07-24
13820,71,Repair,Low,83256.75,24.71,2024-12-12
13821,1,Repair,Critical,22495.66,25.93,2024-10-02
13822,133,Replacement,Low,64826.78,71.83,2024-04-11
13823,183,Repair,Critical,41180.82,49.6,2023-03-31
13824,41,Replacement,Critical,72039.94,41.91,2024-02-12
13825,71,Replacement,Critical,49508.71,65.21,2023-10-28
13826,90,Inspection,Medium,71804.39,3.67,2024-07-30
13827,17,Replacement,Critical,29204.51,28.56,2023-09-28
13828,60,Replacement,Critical,97205.89,2.06,2023-07-30
13829,37,Inspection,High,25988.08,3.15,2024-10-28
13830,85,Inspection,Critical,89124.41,33.17,2023-11-20
13831,22,Inspection,High,92767.32,3.49,2024-03-24
13832,33,Replacement,High,98617.49,55.73,2024-05-04
13833,43,Repair,Low,23947.95,28.61,2024-08-02
13834,124,Replacement,High,49474.49,35.91,2024-04-13
13835,1,Inspection,High,44541.96,29.64,2023-06-11
13836,72,Repair,High,28386.98,25.24,2023-04-26
13837,25,Calibration,High,84448.71,6.15,2024-09-26
13838,72,Inspection,Medium,1936.26,33.8,2024-10-19
13839,116,Repair,Medium,81329.23,22.93,2023-09-23
13840,61,Replacement,Low,9469.01,22.09,2024-12-01
13841,106,Inspection,High,47300.28,29.63,2024-02-24
13842,159,Repair,Medium,72626.36,63.88,2023-06-26
13843,92,Calibration,Critical,16922.54,42.2,2023-10-05
13844,150,Repair,Low,38483.08,13.61,2023-03-15
13845,15,Calibration,Medium,73469.76,45.38,2024-04-27
13846,24,Repair,Low,27076.82,52.89,2023-10-08
13847,145,Inspection,Critical,13785.58,34.01,2024-03-27
13848,73,Calibration,Medium,75013.61,34.9,2023-08-05
13849,128,Calibration,Medium,84881.57,28.25,2024-07-07
13850,14,Inspection,Critical,71960.04,28.35,2024-02-02
13851,197,Calibration,Critical,1006.63,5.08,2024-05-15
13852,185,Inspection,Medium,44950.3,33.93,2023-04-29
13853,131,Replacement,Low,31907.16,12.31,2023-10-10
13854,182,Replacement,Medium,6421.08,9.39,2023-06-30
13855,145,Inspection,Low,43660.15,22.21,2024-11-02
13856,65,Replacement,Low,26865.78,58.46,2023-01-21
13857,159,Calibration,Critical,65245.29,69.6,2023-03-28
13858,6,Repair,Low,98387.87,51.84,2023-12-15
13859,32,Calibration,Medium,25813.6,4.86,2023-07-23
13860,6,Inspection,High,63938.07,23.61,2024-11-28
13861,199,Replacement,High,8960.47,47.33,2024-04-28
13862,124,Replacement,High,83880.75,48.74,2024-08-16
13863,164,Calibration,High,16391.9,54.2,2024-09-24
13864,33,Inspection,High,65220.74,64.37,2024-05-03
13865,24,Calibration,Medium,96360.43,44.44,2024-08-04
13866,89,Calibration,Critical,61998.85,58.17,2024-09-17
13867,104,Repair,High,49292.44,61.51,2023-03-18
13868,36,Inspection,High,61799.51,5.83,2024-09-21
13869,54,Calibration,High,78557.28,37.84,2023-02-16
13870,124,Calibration,Critical,10532.11,31.1,2024-03-07
13871,103,Calibration,Low,71084.4,71.13,2023-12-23
13872,158,Inspection,High,38929.35,27.68,2023-12-01
13873,78,Calibration,High,13041.2,58.64,2023-03-19
13874,60,Replacement,High,16646.18,38.63,2023-07-10
13875,4,Calibration,Critical,69555.69,4.79,2023-07-28
13876,84,Repair,Low,31364.18,38.61,2024-01-04
13877,99,Inspection,Low,13601.05,33.42,2024-11-13
13878,72,Replacement,Low,65076.81,55.97,2024-09-29
13879,135,Repair,Medium,50844.55,4.31,2024-11-14
13880,181,Calibration,High,96310.19,26.26,2024-07-19
13881,43,Inspection,Critical,75276.35,55,2024-06-29
13882,8,Repair,High,30432.16,22.25,2024-05-25
13883,13,Calibration,High,51754.4,31.9,2023-03-06
13884,95,Calibration,Medium,57328.09,58.64,2024-06-02
13885,72,Replacement,High,83273.58,35.12,2023-02-26
13886,109,Calibration,Medium,56795.67,71.86,2024-04-28
13887,148,Inspection,High,20951.58,21.87,2024-10-26
13888,109,Inspection,Critical,42680.64,57.13,2023-05-30
13889,50,Repair,High,30181.84,24.61,2024-02-23
13890,114,Calibration,Low,1699.93,19.92,2023-09-12
13891,34,Replacement,Low,34244.28,29.14,2023-08-10
13892,187,Inspection,Medium,9297.66,68.6,2023-01-05
13893,165,Repair,Low,66473.68,38.81,2023-07-28
13894,107,Calibration,High,12779.56,17.74,2023-08-05
13895,21,Inspection,Critical,56317.83,41.67,2024-07-03
13896,119,Calibration,Medium,11909.19,5.84,2024-04-16
13897,154,Repair,Low,10000.55,16.58,2023-11-19
13898,174,Replacement,Critical,35548.59,20.28,2024-11-27
13899,60,Inspection,High,12125.82,65.9,2024-02-22
13900,12,Inspection,High,52613.52,56.59,2023-10-20
13901,171,Repair,Critical,64816.57,64.03,2023-06-22
13902,15,Calibration,High,76884.87,50.14,2023-10-04
13903,140,Replacement,Medium,66375.91,10.58,2023-02-26
13904,107,Replacement,High,22487.89,46.34,2023-11-17
13905,23,Repair,Low,94060.38,21.39,2024-03-31
13906,167,Calibration,Critical,44680.31,70.72,2023-02-03
13907,105,Calibration,Medium,97777.29,19.6,2023-07-07
13908,12,Calibration,Critical,16942.2,69.64,2023-01-23
13909,41,Inspection,High,75339.08,56.22,2024-12-31
13910,168,Inspection,Medium,72443.04,34.5,2023-01-11
13911,184,Repair,High,53982.3,56.15,2024-09-27
13912,196,Inspection,Critical,37152.65,65.1,2024-10-29
13913,29,Calibration,Medium,88698.04,52.55,2024-03-16
13914,10,Repair,Low,9347.05,39.96,2023-03-15
13915,175,Replacement,Medium,5646.81,64.02,2024-03-02
13916,85,Calibration,Low,85987.78,20.84,2023-11-20
13917,151,Replacement,Critical,99673.57,46.49,2023-06-14
13918,7,Inspection,High,96679.27,35.92,2024-08-02
13919,11,Inspection,Medium,14589.9,50.11,2023-11-16
13920,20,Calibration,Low,32685.16,30.49,2024-01-28
13921,65,Calibration,Critical,64424.37,56.87,2023-02-04
13922,81,Repair,Medium,66065.43,45.78,2024-07-12
13923,130,Replacement,High,24627.02,34.23,2023-02-24
